time_delta,src_ip,dst_ip,dst_port,dns,sni
3e-06,192.168.0.194,34.107.221.82,80,NONE,NONE
0.002652,192.168.0.194,216.239.38.135,443,NONE,NONE
8.2e-05,192.168.0.194,216.239.34.223,443,NONE,NONE
3.6e-05,192.168.0.194,216.239.38.135,443,NONE,NONE
3.6e-05,192.168.0.194,216.239.36.223,443,NONE,NONE
6.5e-05,192.168.0.194,142.250.182.100,443,NONE,NONE
0.017831,216.239.38.135,192.168.0.194,62024,NONE,NONE
0.008871,142.250.182.100,192.168.0.194,62017,NONE,NONE
0.0,142.250.182.100,192.168.0.194,62017,NONE,NONE
0.0,142.250.182.100,192.168.0.194,62017,NONE,NONE
0.000363,34.107.221.82,192.168.0.194,64079,NONE,NONE
0.0,34.107.221.82,192.168.0.194,64082,NONE,NONE
0.000138,216.239.36.223,192.168.0.194,62015,NONE,NONE
0.024809,216.239.34.223,192.168.0.194,62025,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62024,NONE,NONE
0.14436,192.168.0.194,142.250.182.100,443,NONE,NONE
0.000164,192.168.0.194,142.250.182.100,443,NONE,NONE
0.000167,192.168.0.194,142.250.182.100,443,NONE,NONE
0.000699,192.168.0.194,216.239.38.135,443,NONE,NONE
0.001952,192.168.0.194,142.250.182.100,443,NONE,NONE
0.041959,142.250.182.100,192.168.0.194,62017,NONE,NONE
0.253906,192.168.0.194,104.90.5.17,443,NONE,NONE
0.066425,104.90.5.17,192.168.0.194,49153,NONE,NONE
0.156244,192.168.0.194,216.239.38.135,443,NONE,NONE
0.000121,192.168.0.194,216.239.38.135,443,NONE,NONE
0.021707,216.239.38.135,192.168.0.194,62024,NONE,NONE
0.065659,192.168.0.194,216.239.38.135,443,NONE,NONE
0.000191,192.168.0.194,216.239.38.135,443,NONE,NONE
0.003539,192.168.0.194,216.239.38.135,443,NONE,NONE
0.000131,192.168.0.194,216.239.38.135,443,NONE,NONE
0.032679,216.239.38.135,192.168.0.194,62024,NONE,NONE
0.001024,216.239.38.135,192.168.0.194,62024,NONE,NONE
0.015105,216.239.38.135,192.168.0.194,62024,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62024,NONE,NONE
0.0577,192.168.0.194,216.239.38.135,443,NONE,NONE
0.000893,192.168.0.194,216.239.38.135,443,NONE,NONE
0.000108,192.168.0.194,216.239.38.135,443,NONE,NONE
0.00203,192.168.0.194,192.168.0.1,53,NONE,NONE
0.000746,192.168.0.194,192.168.0.1,53,NONE,NONE
0.015896,192.168.0.1,192.168.0.194,50995,NONE,NONE
0.0,192.168.0.1,192.168.0.194,49154,NONE,NONE
0.03329,216.239.38.135,192.168.0.194,62024,NONE,NONE
0.047301,192.168.0.194,216.239.38.135,443,NONE,NONE
0.000142,192.168.0.194,216.239.38.135,443,NONE,NONE
5.6e-05,192.168.0.194,216.239.38.135,443,NONE,NONE
0.003325,192.168.0.194,172.217.26.99,443,NONE,NONE
0.0001,192.168.0.194,172.217.26.99,443,NONE,NONE
0.000197,192.168.0.194,172.217.26.99,443,NONE,NONE
0.001091,192.168.0.194,216.239.38.135,443,NONE,NONE
0.000297,192.168.0.194,216.239.38.135,443,NONE,NONE
0.00029,192.168.0.194,216.239.38.135,443,NONE,NONE
0.000468,192.168.0.194,216.239.38.135,443,NONE,NONE
0.001879,192.168.0.194,172.217.26.99,443,NONE,NONE
0.022876,172.217.26.99,192.168.0.194,62027,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,172.217.26.99,192.168.0.194,62027,NONE,NONE
0.001183,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.00037,172.217.26.99,192.168.0.194,62027,NONE,NONE
0.0,172.217.26.99,192.168.0.194,62027,NONE,NONE
0.000623,172.217.26.99,192.168.0.194,62027,NONE,NONE
0.0,172.217.26.99,192.168.0.194,62027,NONE,NONE
0.0,172.217.26.99,192.168.0.194,62027,NONE,NONE
0.000203,172.217.26.99,192.168.0.194,62027,NONE,NONE
8.2e-05,172.217.26.99,192.168.0.194,62027,NONE,NONE
0.0,172.217.26.99,192.168.0.194,62027,NONE,NONE
0.000126,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.000556,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.000245,216.239.38.135,192.168.0.194,62026,NONE,NONE
7.5e-05,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.000491,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.000575,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.000608,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.000357,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.00023,216.239.38.135,192.168.0.194,62026,NONE,NONE
6.1e-05,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.000205,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.000607,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.000209,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.001725,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.000306,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.000345,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.000785,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.081569,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.022383,172.217.26.99,192.168.0.194,62027,NONE,NONE
0.008337,216.239.38.135,192.168.0.194,62024,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62024,NONE,NONE
0.035567,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.068816,172.217.26.99,192.168.0.194,62027,NONE,NONE
0.003978,216.239.38.135,192.168.0.194,62024,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62024,NONE,NONE
0.053561,192.168.0.194,216.239.38.135,443,NONE,NONE
0.000156,192.168.0.194,216.239.38.135,443,NONE,NONE
4e-05,192.168.0.194,216.239.38.135,443,NONE,NONE
3.4e-05,192.168.0.194,172.217.26.99,443,NONE,NONE
2.9e-05,192.168.0.194,172.217.26.99,443,NONE,NONE
3.1e-05,192.168.0.194,216.239.38.135,443,NONE,NONE
3.6e-05,192.168.0.194,172.217.26.99,443,NONE,NONE
3e-05,192.168.0.194,172.217.26.99,443,NONE,NONE
2.9e-05,192.168.0.194,172.217.26.99,443,NONE,NONE
3.5e-05,192.168.0.194,216.239.38.135,443,NONE,NONE
2.8e-05,192.168.0.194,216.239.38.135,443,NONE,NONE
2.7e-05,192.168.0.194,216.239.38.135,443,NONE,NONE
3e-05,192.168.0.194,216.239.38.135,443,NONE,NONE
2.8e-05,192.168.0.194,216.239.38.135,443,NONE,NONE
2.8e-05,192.168.0.194,216.239.38.135,443,NONE,NONE
2.9e-05,192.168.0.194,216.239.38.135,443,NONE,NONE
8.7e-05,192.168.0.194,216.239.38.135,443,NONE,NONE
3e-05,192.168.0.194,216.239.38.135,443,NONE,NONE
2.8e-05,192.168.0.194,216.239.38.135,443,NONE,NONE
2.8e-05,192.168.0.194,216.239.38.135,443,NONE,NONE
9.7e-05,192.168.0.194,216.239.38.135,443,NONE,NONE
3.2e-05,192.168.0.194,216.239.38.135,443,NONE,NONE
2.9e-05,192.168.0.194,216.239.38.135,443,NONE,NONE
3.1e-05,192.168.0.194,216.239.38.135,443,NONE,NONE
3.1e-05,192.168.0.194,216.239.38.135,443,NONE,NONE
3.1e-05,192.168.0.194,216.239.38.135,443,NONE,NONE
3.2e-05,192.168.0.194,216.239.38.135,443,NONE,NONE
3.3e-05,192.168.0.194,216.239.38.135,443,NONE,NONE
7.8e-05,192.168.0.194,216.239.38.135,443,NONE,NONE
3.5e-05,192.168.0.194,216.239.38.135,443,NONE,NONE
3.3e-05,192.168.0.194,216.239.38.135,443,NONE,NONE
3.3e-05,192.168.0.194,216.239.38.135,443,NONE,NONE
6.2e-05,192.168.0.194,216.239.38.135,443,NONE,NONE
3.6e-05,192.168.0.194,172.217.26.99,443,NONE,NONE
6e-05,192.168.0.194,216.239.38.135,443,NONE,NONE
0.001112,192.168.0.194,192.168.0.1,53,NONE,NONE
0.006584,192.168.0.194,216.239.38.135,443,NONE,NONE
0.000176,192.168.0.194,172.217.26.99,443,NONE,NONE
0.000699,192.168.0.194,216.239.38.135,443,NONE,NONE
0.000187,192.168.0.194,216.239.38.135,443,NONE,NONE
0.004639,192.168.0.1,192.168.0.194,49154,NONE,NONE
0.007536,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.000638,172.217.26.99,192.168.0.194,62027,NONE,NONE
0.0,172.217.26.99,192.168.0.194,62027,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.000493,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62024,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,172.217.26.99,192.168.0.194,62027,NONE,NONE
0.000428,172.217.26.99,192.168.0.194,62027,NONE,NONE
0.006202,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.006556,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.005199,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.005468,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.006649,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.00502,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.005614,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.004822,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.006461,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.005453,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.016354,192.168.0.194,216.239.38.135,443,NONE,NONE
8.7e-05,192.168.0.194,216.239.38.135,443,NONE,NONE
0.000147,192.168.0.194,216.239.38.135,443,NONE,NONE
3.6e-05,192.168.0.194,172.217.26.99,443,NONE,NONE
0.004336,192.168.0.194,216.239.38.135,443,NONE,NONE
0.000173,192.168.0.194,216.239.38.135,443,NONE,NONE
0.000337,192.168.0.194,216.239.38.135,443,NONE,NONE
0.000176,192.168.0.194,216.239.38.135,443,NONE,NONE
0.000238,192.168.0.194,216.239.38.135,443,NONE,NONE
0.00018,192.168.0.194,216.239.38.135,443,NONE,NONE
0.000229,192.168.0.194,216.239.38.135,443,NONE,NONE
0.00031,192.168.0.194,142.250.182.238,443,NONE,NONE
8.7e-05,192.168.0.194,216.239.38.135,443,NONE,NONE
0.000261,192.168.0.194,142.250.182.238,443,NONE,NONE
0.000121,192.168.0.194,216.239.38.135,443,NONE,NONE
0.000461,192.168.0.194,142.250.182.238,443,NONE,NONE
0.000283,192.168.0.194,216.239.38.135,443,NONE,NONE
0.008982,192.168.0.194,43.224.1.142,443,NONE,NONE
0.000248,192.168.0.194,43.224.1.142,443,NONE,NONE
0.000185,192.168.0.194,43.224.1.142,443,NONE,NONE
0.001393,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.004112,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.005144,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.00592,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.005562,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.000637,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000619,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000268,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000107,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000258,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000125,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000123,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000124,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000108,192.168.0.194,43.224.1.142,443,NONE,NONE
8.8e-05,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
7.9e-05,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000137,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000115,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.00015,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000455,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000106,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
2.2e-05,192.168.0.194,43.224.1.142,443,NONE,NONE
0.000231,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000175,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
8.7e-05,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000137,43.224.1.142,192.168.0.194,50575,NONE,NONE
1.4e-05,192.168.0.194,43.224.1.142,443,NONE,NONE
0.000544,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,142.250.182.238,192.168.0.194,62028,NONE,NONE
0.000158,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
5.1e-05,142.250.182.238,192.168.0.194,62028,NONE,NONE
0.0,142.250.182.238,192.168.0.194,62028,NONE,NONE
0.000123,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.00069,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,142.250.182.238,192.168.0.194,62028,NONE,NONE
0.0,142.250.182.238,192.168.0.194,62028,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000151,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000114,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000117,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000139,43.224.1.142,192.168.0.194,50575,NONE,NONE
-3e-05,192.168.0.194,43.224.1.142,443,NONE,NONE
0.000142,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.00022,192.168.0.194,43.224.1.142,443,NONE,NONE
0.000445,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.000124,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.000146,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000226,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000292,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.00041,192.168.0.194,43.224.1.142,443,NONE,NONE
0.001806,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.00054,43.224.1.142,192.168.0.194,50575,NONE,NONE
5.5e-05,43.224.1.142,192.168.0.194,50575,NONE,NONE
3.6e-05,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.00016,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000109,192.168.0.194,43.224.1.142,443,NONE,NONE
0.000145,43.224.1.142,192.168.0.194,50575,NONE,NONE
4.3e-05,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000249,192.168.0.194,43.224.1.142,443,NONE,NONE
1.1e-05,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000116,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000149,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
3.7e-05,192.168.0.194,43.224.1.142,443,NONE,NONE
0.000113,43.224.1.142,192.168.0.194,50575,NONE,NONE
9.4e-05,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000172,43.224.1.142,192.168.0.194,50575,NONE,NONE
9.7e-05,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000148,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000121,43.224.1.142,192.168.0.194,50575,NONE,NONE
9.2e-05,192.168.0.194,43.224.1.142,443,NONE,NONE
6.2e-05,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000594,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
9.3e-05,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000162,43.224.1.142,192.168.0.194,50575,NONE,NONE
9.8e-05,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000119,192.168.0.194,43.224.1.142,443,NONE,NONE
8.9e-05,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
8.6e-05,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000184,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000235,43.224.1.142,192.168.0.194,50575,NONE,NONE
7.8e-05,43.224.1.142,192.168.0.194,50575,NONE,NONE
6.2e-05,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000147,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
7.3e-05,43.224.1.142,192.168.0.194,50575,NONE,NONE
7.8e-05,192.168.0.194,43.224.1.142,443,NONE,NONE
5.7e-05,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000178,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000114,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000123,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000127,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000182,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0001,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000127,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000131,192.168.0.194,43.224.1.142,443,NONE,NONE
4.1e-05,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000234,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000666,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.00017,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
6e-05,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.00023,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
6.8e-05,192.168.0.194,43.224.1.142,443,NONE,NONE
0.000253,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000116,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000207,192.168.0.194,43.224.1.142,443,NONE,NONE
0.000696,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000255,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000231,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000149,192.168.0.194,43.224.1.142,443,NONE,NONE
0.000153,43.224.1.142,192.168.0.194,50575,NONE,NONE
7.1e-05,43.224.1.142,192.168.0.194,50575,NONE,NONE
4.2e-05,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
5.7e-05,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000175,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.000104,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,43.224.1.142,192.168.0.194,50575,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.000262,192.168.0.194,43.224.1.142,443,NONE,NONE
4.5e-05,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,142.250.182.238,192.168.0.194,62028,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.004509,216.239.38.135,192.168.0.194,62026,NONE,NONE
0.0,216.239.38.135,192.168.0.194,62026,NONE,NONE
